store_number,name,address,postcode,city,state,phone,latitude,longitude,has_pharmacy
1450,Guardian AEON Bandaraya Melaka,"Lot S13 & S15, Level 2, AEON Bandaraya Melaka Shopping Centre 2, Jalan Lagenda, Taman 1 Lagenda",75400,Melaka,Melaka,,2.2144704,102.2440514,false
1453,Guardian AEON Kota Bahru,"Lot F13 (1st Floor), AEON Mall Kota Bharu, Lembah Sireh, Kota Bharu",15050 ,Kelantan,Kelantan,099350201,6.1100676,102.2307775,false
1454,"Guardian Sunshine Mall, Penang","Lot No. B1.12, Basement 1, Sunshine Mall,  Bandar Baru Air Itam,",11500,Pulau Pinang,Pulau Pinang,,5.398892,100.2831673,false
1457,Guardian 168 Selayang,"Lot LG-10, Lower Ground Floor, 168 Park Mall Selayang, Jalan Kuching",68100,Batu Caves,Selangor,,3.2491824,101.6471068,false
1460,"Guardian Mayang Mall, Kuala Terengganu","LG - 10, Lower Ground, Mayang Mall, Jalan Sultan Zainal Abidin, Kampung Surau Pasir,",20000,Kuala Terengganu,Terengganu,,5.3368672,103.1441995,false
1463,"Guardian Eco Galleria, Iskandar Puteri, Johor Bahru","B0125, Blok B Eko Galleria,  Jalan Eko Botani 3, Taman Eko Botani, ",79100, Iskandar Puteri ,Johor,075879679,103.6109219,1.4435817,false
1466,"Guardian GITT Mall, Gombak","Lot No. L2-24, Level 2, Terminal Bersepadu Gombak, Jalan Lingkaran Tengah 2",68100 ,Gombak,Selangor,,3.230249749315053,101.72525945362673,false
1469,"Guardian Mercato Kulim, Kedah","Lot No NF01, Mercato Kulim Landmark Central Shopping Center, No 1, Jalan Resak Satu, Taman Resak,", 09000,Kulim,Kedah,,5.385537,100.546595,false
1472,"Guardian Kangar Jaya, Perlis","Ground Floor, No. 2 Jalan Kangar Jaya,  Jalan Tunku Syed Putra (Jalan Kangar – Alor Setar) ",01000 ,Kangar,Perlis,,100.1817561,6.4077892,false
1473,Guardian Mirai Residence Kajang,"1-07, Mirai Residence (Residensi Meriah), Persiaran Kajang 2, Kajang 2,",43000,Kajang,Selangor,,2.964077423548483,101.79740400258561,false
1476,Guardian I Molek Melaka,"62, Jalan Impian 2,  Taman Pengkalan Impian",75460,Melaka,Melaka,,2.2263704,102.3220816,false
1479,"Guardian Amart Kempas, Johor Bahru","Lot AT08, Pasar Komuniti @ mart Kempas, No. 10, Jalan Persiaran Tanjung, Taman Cempaka, ",81200,"Johor Bahru,",Johor,,1.5159873,103.7022129,false
1485,Guardian KIP Mall Tampoi,"Lot S115, Kip Villa Indah,  01-03, Jalan Titiwangsa 1,  Taman Tampoi Indah ",81200 ,Johor Bahru ,Johor ,,1.5097357,103.6837928,false
1491,"Guardian Bangi Avenue, Selangor","Lot Pt 78465 & 78466 (Ground Floor), Persiaran Bangi Avenue,  Bangi Avenue,",43000,Kajang,Selangor,,2.9030744,101.7870641,false
1497,GUARDIAN GIANT PANDAN KAPITAL,"LOT L2/1,2&59, LVL2(GF),PUSAT BELI-,PERSIARAN MPAJ OFF JLN PANDAN UTAMA,PANDAN INDAH",55100,Ampang,Kuala Lumpur,0342919205,3.1287728,101.74914,false
